ensembl_gene_id	control	control	infected	infected
ENSG00000215915.9	13.5275244936133	12.5492452220771	9.4309556797778	9.62746574712033
ENSG00000160072.19	172.315629961515	159.854162304765	175.173463413974	178.823501677426
ENSG00000197785.13	107.039526517298	99.2986756264816	78.0391144761607	79.6651926978985
ENSG00000160075.11	531.108868078938	492.700303613503	206.604111084178	210.909060567659
ENSG00000228594.3	36.374971040074	33.7444172984758	31.6450635034963	32.3044424435824
ENSG00000272106.1	17.5672466316785	16.2968240021834	5.96043970464037	6.08463564485261
ENSG00000197530.12	107.040033944256	99.2991463574957	68.3650950723219	69.7895985789333
ENSG00000248333.8	231.748601981539	214.989079303677	195.994263717415	200.078138911998
ENSG00000189339.11	1661.42657464835	1541.27604896087	565.264068073063	577.042310263462
ENSG00000269737.1	20.393056265111	18.9182776212542	11.3294796753482	11.5655487323508
ENSG00000227775.3	165.525636721125	153.555205664906	53.432334938098	54.5456888858287
ENSG00000215790.6	57.3791203570666	53.2295951360401	27.1600720957502	27.7259985805929
ENSG00000008130.15	458.10232031379	424.973420460959	246.981119704629	252.127393116725
ENSG00000078369.17	4622.74909321407	4288.44257486037	1783.15865038733	1820.31380606486
ENSG00000162585.16	70.6978818592585	65.5851746232019	14.3228902623868	14.6213321409799
ENSG00000157933.9	903.690608982885	838.337795090934	409.806822590127	418.345847588123
ENSG00000116151.13	45.9813057018315	42.6560440645297	10.3898109434947	10.6063003977459
ENSG00000157916.18	882.7257225895	818.889040773188	520.866151570847	531.719287350194
ENSG00000157911.9	58.0433125223036	53.8457544606879	18.8218076177669	19.2139921225045
ENSG00000157881.13	121.526868409912	112.738326474079	86.1252219637084	87.9197880440335
ENSG00000157873.17	42.8492452934239	39.7504870179301	25.7472681562464	26.2837564582877
ENSG00000157870.14	61.1725707962988	56.7487120167522	60.6705571550389	61.9347318237641
ENSG00000215912.11	16.6655684363656	15.4603530876621	10.8815661761266	11.1083021904467
ENSG00000130762.14	0	0	27.6811800665603	28.2579647258992
ENSG00000162591.15	325.052025532153	301.545015147577	53.8493826779775	54.9714265275837
ENSG00000158109.14	582.780905626889	540.635538964195	254.163747561694	259.459683291355
ENSG00000116213.15	83.7926554493959	77.732964485848	88.0647589833817	89.8997386297641
ENSG00000227372.10	77.9590567437977	72.3212381409202	52.0022589762927	53.0858148491409
ENSG00000130764.9	355.466782076944	329.760246872388	184.461441507296	188.305010655906
ENSG00000116198.12	358.424024991103	332.503628821432	251.458364534909	256.697928989077
ENSG00000169598.15	89.9520352822446	83.4469122206924	60.3387997403839	61.5960616768146
ENSG00000198912.10	165.302912630436	153.348588465119	93.1155709884567	95.0557929285105
ENSG00000236423.5	2.07576474536451	1.92565024186208	11.8634811164964	12.1106770054685
ENSG00000131697.17	97.8643567607219	90.7870329172913	45.0232268976069	45.9613627186242
ENSG00000069424.14	55.1718673744348	51.1819655819939	48.4985430629846	49.5090930312935
ENSG00000116254.17	0.517202893345245	0.479799976797055	16.2967572438006	16.6363280118312
ENSG00000116251.9	979.624292953955	908.780130731764	290.156128321323	296.20202677025
ENSG00000158286.12	60.1132942275834	55.7660398785435	25.7336677150364	26.2698726286588
ENSG00000116237.15	1406.86876770708	1305.12727362445	545.750050011076	557.121684310007
ENSG00000158292.6	104.498586142986	96.9414901808387	68.8459093998106	70.2804314940479
ENSG00000097021.19	140.290541478288	130.145054121336	106.490878965888	108.70979828939
ENSG00000215788.9	12.461314655129	11.560141212127	17.8748132058329	18.2472654647641
ENSG00000171680.20	90.9113530181582	84.3368543176039	77.2177306464855	78.8266939334104
ENSG00000162408.10	616.677256787406	572.080584437799	283.808787374092	289.722428134685
ENSG00000229519.2	30.2069948545644	28.0224948793048	5.93837357697182	6.06210973173056
ENSG00000204859.11	74.4271103931918	69.0447139782102	46.0513025520327	47.0108600850106
ENSG00000162413.16	448.08914519632	415.684374999606	275.549103668348	281.290639813423
ENSG00000116273.5	192.772388732358	178.831535613931	103.917994890965	106.083303780913
ENSG00000041988.15	78.6955495587549	73.0044694995889	43.5357894689144	44.4429319909274
ENSG00000007923.15	272.15347692085	252.471967175746	177.025031270216	180.713650111976
ENSG00000171735.18	116.559838821077	108.130500972449	160.446427879875	163.789603207816
ENSG00000049245.12	2985.138735795	2769.26040940447	1961.58351688175	2002.45645935851
ENSG00000269925.1	25.4312758853761	23.5921448559606	8.43075360031273	8.60642274923028
ENSG00000049246.14	206.198582724904	191.28677832232	77.0981132970151	78.7045841521867
ENSG00000116288.12	979.505210454419	908.669660003063	406.412435651308	414.880732800655
ENSG00000116285.12	427.516790057994	396.599764984788	785.317914845174	801.681354730956
ENSG00000142599.17	579.034055330121	537.159652211467	239.131367491128	244.114077910408
ENSG00000074800.13	3970.60202031481	3683.45726934224	2002.25932348184	2043.97981585339
ENSG00000236269.1	16.4580548800776	15.2678464316222	11.8770416793134	12.1245201257699
ENSG00000180758.11	36.37086978289	33.7406126347219	53.953539482771	55.0777536172792
ENSG00000228526.4	162.333174041562	150.593614499643	55.4118202167813	56.5664201207677
ENSG00000049239.12	1158.74634228328	1074.94848790428	258.553827151337	263.941237686425
ENSG00000171621.13	148.466554819003	137.729797094824	140.324547600542	143.248449189638
ENSG00000171612.6	125.787724531981	116.691047340124	121.331198076299	123.859340792084
ENSG00000188807.12	76.3189957607245	70.7997825733872	89.5211193853541	91.3864447878173
ENSG00000171608.15	183.495473332377	170.225505270849	145.334870641704	148.363170867763
ENSG00000171603.16	1070.31305921051	992.910495247349	379.44089968914	387.347198825961
ENSG00000178585.14	81.931796858533	76.0066788826415	32.1824937545718	32.8530709717378
ENSG00000162441.11	326.15393978261	302.567241509038	259.123284698887	264.522560854471
ENSG00000173614.13	134.563981296091	124.832625521462	53.9453470979758	55.0693905301563
ENSG00000162444.11	0	0	25.7503747663158	26.2869277998831
ENSG00000130939.18	1469.72788106309	1363.4405613453	583.372851780543	595.52842140484
ENSG00000054523.17	2471.81539324156	2293.05942326242	1430.25492546613	1460.0567293621
ENSG00000142657.20	845.928837184844	784.753220980756	457.752216380086	467.290265536644
ENSG00000160049.11	600.787216288946	557.339674901982	405.055158511851	413.495174474101
ENSG00000142655.12	25.5976340853268	23.7464724158087	32.5682551572252	33.2468703720012
ENSG00000130940.14	13.4314382855643	12.4601077462709	41.7036016669289	42.5725674271611
ENSG00000120948.15	1055.15570498461	978.849285808137	465.744878368465	475.449468287053
ENSG00000009724.16	38.778513883169	35.97414148445	11.8421803545564	12.088932405777
ENSG00000116649.9	312.58177937986	289.976588343495	143.402037569838	146.39006391804
ENSG00000171824.13	580.037205465045	538.090256849711	489.73342941089	499.937861756997
ENSG00000198793.12	1209.69608221161	1122.21366052796	938.119167089126	957.666482012394
ENSG00000120942.13	77.1621362746138	71.5819491161615	85.202124154776	86.9774559158278
ENSG00000132879.13	43.4069577129702	40.2678669657239	39.6056989525202	40.4309513269954
ENSG00000116663.10	17.2193329071055	15.9740705931725	17.8156231749537	18.1868421085095
ENSG00000116670.14	64.7778801439011	60.0932937342623	52.3783412082905	53.4697333966985
ENSG00000177674.15	95.3365091915298	88.4419934353964	60.8519823160669	62.1199372878517
ENSG00000177000.10	314.511312998014	291.766582554918	88.1509598847454	89.9877356741178
ENSG00000011021.21	359.55213210523	333.550153839267	169.680958148715	173.216550685115
ENSG00000199347.1	989.731377817071	918.156294603244	1146.30575232885	1170.19099028711
ENSG00000116685.15	358.317631590469	332.40492954536	260.232075580287	265.654455287427
ENSG00000083444.16	1348.69273055518	1251.15839287228	675.525133398587	689.600853183844
ENSG00000116688.16	1365.67450087691	1266.91208085658	611.575069341542	624.318280331178
ENSG00000116691.10	51.5878137535983	47.8571024262713	86.744588195113	88.5520598285947
ENSG00000028137.16	67.0640045259122	62.2140908905765	140.078287604941	142.997057946476
ENSG00000048707.13	2493.47473993447	2313.15241611766	1813.98967741575	1851.78725019323
ENSG00000162496.8	33.2830685906782	30.8761140802094	36.5999685539243	37.362591402496
ENSG00000179172.8	17.1489734376141	15.9087993577176	4.9445803363178	5.04760911175291
ENSG00000275774.2	16.083642031041	14.9205102535154	4.94452733755443	5.0475550086698
ENSG00000162493.16	118.139223404115	109.595668116804	64.200345098073	65.5380689266016
ENSG00000116731.22	850.889902464671	789.355513498406	548.850316704418	560.286550354399
ENSG00000189337.15	118.270368321211	109.717328936937	87.6074576149804	89.4329086063939
ENSG00000171729.13	55.9971480041244	51.9475638260699	42.9482053357478	43.843104538897
ENSG00000142634.12	107.185776880692	99.4343495019871	72.1819322914394	73.685966119731
ENSG00000132906.17	71.8540799395181	66.6577591334958	55.3190207392637	56.4716870076573
ENSG00000116138.12	837.168115873796	776.626054764459	532.126645628945	543.214413032148
ENSG00000116771.5	8.34878297805736	7.74501831040925	10.8872963066693	11.114151718045
ENSG00000197312.11	413.605624143305	383.694622401542	420.149545119812	428.904078404542
ENSG00000116786.11	785.60087322194	728.788035785449	501.128073413411	511.569932626562
ENSG00000237938.5	26.187908164296	24.2940592391566	4.93477135491225	5.03759574346845
ENSG00000162458.12	401.996732103291	372.925258573332	158.017743610402	161.310313153993
ENSG00000233954.6	43.5056057842874	40.3593810367743	16.8311634123683	17.1818694455553
ENSG00000065526.10	1134.3823126126	1052.34640848615	871.108784498211	889.259823662933
ENSG00000116809.11	124.296291244995	115.30747105759	95.9998409573575	98.0001615878375
ENSG00000173641.17	71.3439519038602	66.1845223770479	51.3992830936508	52.4702749342496
ENSG00000186510.11	2.61445182536656	2.42538071864679	13.8867502340513	14.1761043903341
ENSG00000142627.12	215.261373042175	199.694168613234	553.075266319107	564.599534009486
ENSG00000142632.16	51.6950858966001	47.9566168960963	28.1786439208805	28.7657940891701
ENSG00000132881.11	20.820158883598	19.3144931665978	15.8238122909079	16.1535284431711
ENSG00000037637.10	353.8152978627	328.228194175332	576.751813901285	588.769422894262
ENSG00000055070.16	471.96506775459	437.833646082317	300.501541611664	306.763004413919
ENSG00000157191.19	742.108926737236	688.441326239318	371.930842921715	379.680657200456
ENSG00000226029.1	26.8883936239586	24.9438872111523	25.8169601332136	26.3549005866117
ENSG00000080947.14	88.2100379586672	81.8308921129412	30.6431389637509	31.2816410950105
ENSG00000219481.10	357.824176165809	331.947159675259	308.766814619726	315.200498500158
ENSG00000215908.8	80.3798017080916	74.5669204304902	57.7946840398652	58.9989349809513
ENSG00000186301.8	9.36540584095384	8.68812136011219	13.8696345457616	14.1586320674495
ENSG00000236698.1	23.18677149177	21.5099578267898	28.7891515904808	29.3890227286636
ENSG00000058453.16	145.612794364144	135.082413993059	96.9584285508377	98.9787229908599
ENSG00000117122.13	136.594170030504	126.715995704031	65.3091303444631	66.6699576071329
ENSG00000159363.17	138.739619454897	128.70629119017	241.560031595268	246.593347378718
ENSG00000117118.9	340.643240964138	316.008709954308	253.874278039491	259.164182177314
ENSG00000179051.13	643.09641382552	596.58916916728	504.734376080736	515.251378768639
ENSG00000074964.16	165.596714259513	153.621143040176	153.254715668923	156.448039391272
ENSG00000159423.16	54.7872627853888	50.8251747069337	42.5597707481888	43.4465762533554
ENSG00000169991.10	162.682803399957	150.917959471808	104.539784098256	106.7180490282
ENSG00000127481.14	9751.39414672442	9046.19588470507	5552.89720176831	5668.60129795078
ENSG00000127463.13	1685.95666941821	1564.03218403444	731.562790376483	746.806150443419
ENSG00000053372.4	185.705929148234	172.276106036632	194.812463708768	198.871714081947
ENSG00000270728.1	24.6751116438992	22.8906646628225	5.95993840819406	6.08412390303875
ENSG00000053371.12	111.794415468793	103.709702010816	29.2122280531589	29.8209147119522
ENSG00000040487.12	63.1537399746277	58.5866076241125	61.3203920322392	62.5981071203891
ENSG00000077549.17	1151.98474730278	1068.67587582786	435.696625890364	444.775109153541
ENSG00000173436.13	59.404971541794	55.1089414504809	30.7091057214824	31.3489823827944
ENSG00000158747.13	102.610392122185	95.1898459827394	49.4532431848567	50.4836859605979
ENSG00000162542.13	141.611546005106	131.370526657301	44.0744035245713	44.9927689902544
ENSG00000169914.5	261.837850797348	242.90234326531	271.873238759106	277.538181981323
ENSG00000162545.5	1082.2104944265	1003.94753547668	201.701154989596	205.903943009803
ENSG00000090432.6	212.51374251434	197.145240367733	147.060075797222	150.124323618922
ENSG00000158828.5	70.5371068608472	65.4360265006762	36.0605768030636	36.8119605033577
ENSG00000117242.7	147.437773803977	136.775415142422	28.194033753044	28.7815045947688
ENSG00000244038.9	1455.91118325627	1350.62305515494	742.27680061245	757.743405379549
ENSG00000117245.12	30.3609938388554	28.1653570133731	14.3361162131186	14.6348336769819
ENSG00000189410.11	52.1001409263414	48.3323792832987	107.630947743283	109.873622346719
ENSG00000127483.17	2912.47026174036	2701.84715125392	936.651469836734	956.168202781282
ENSG00000075151.20	3149.30822833161	2921.55754409445	1619.56807018307	1653.31453674954
ENSG00000117298.14	2239.15875714592	2077.22797677077	752.009385355862	767.678785146953
ENSG00000142794.18	654.183184528073	606.874170265077	159.312219206566	162.631761359849
ENSG00000162551.13	29.0219709805178	26.9231691899336	19.7234563421773	20.1344282378824
ENSG00000076864.19	1.03320559801637	0.958486559787913	22.7570091655487	23.2311903148914
ENSG00000090686.15	2016.02223212716	1870.22816895046	1008.83584345387	1029.8566610959
ENSG00000142798.17	1492.50899026296	1384.57419343852	391.999046446112	400.167016016842
ENSG00000218510.6	121.627803400497	112.831962079688	48.4641073193873	49.4739397601705
ENSG00000070831.15	4512.5014760553	4186.16781028476	1318.6748021766	1346.15164365241
ENSG00000271428.1	27.0027388203205	25.049963227484	8.41974419665724	8.59518394584827
ENSG00000162552.14	14.6471748848385	13.587925087644	12.9012980398521	13.1701186167586
ENSG00000184677.16	518.351201258444	480.865241738913	490.886846679937	501.115312444597
ENSG00000133216.16	189.681897819524	175.964541853168	249.996848152533	255.205959416964
ENSG00000004487.15	858.773212678654	796.668720958033	423.302786833873	432.123023294677
ENSG00000169641.13	1144.00269946432	1061.2710712203	842.665398111099	860.223770746133
ENSG00000261326.2	142.902132444811	132.567780871832	40.5183075143785	41.3625756467512
ENSG00000125944.18	1585.52675667689	1470.86513020891	817.83218222876	834.873112401856
ENSG00000125945.14	500.300932123351	464.12032630315	213.361401590317	217.807150761285
ENSG00000249087.6	31.5270739566481	29.2471089151107	1.9739040383483	2.01503369993024
ENSG00000204219.9	62.0402475228662	57.5536403700754	10.3943067987354	10.6108899318083
ENSG00000088280.18	345.043193837318	320.090468416265	124.687355057749	127.285429035734
ENSG00000007968.6	24.5595714010764	22.7834800230249	32.5173285892805	33.1948826620433
ENSG00000117318.8	148.910537730467	138.141672189413	38.5552175683119	39.3585813691832
ENSG00000142676.12	811.995620704653	753.273976202098	247.435931256484	252.591681443968
ENSG00000011007.12	533.110635163752	494.55730753441	351.553436564589	358.878652782277
ENSG00000057757.9	167.383834796606	155.279023155047	162.382382110846	165.765896351324
ENSG00000011009.10	160.825420271817	149.194897993901	167.75446518645	171.249915952006
ENSG00000117308.14	154.255272365131	143.099887981888	142.206267993946	145.169378440955
ENSG00000117305.14	194.616559496711	180.542340215628	102.936064675351	105.080913372361
ENSG00000179163.11	47.3923918986198	43.9650837725225	101.85295675206	103.975237045806
ENSG00000189266.11	1062.65374544462	985.805085330967	912.830904476025	931.851295261612
ENSG00000188529.14	1695.57487924114	1572.95482717749	843.063351599943	860.630016275524
ENSG00000185436.11	0	0	30.6583535624421	31.2971727158483
ENSG00000001460.17	112.343906967198	104.219455555464	116.720033730366	119.152094962268
ENSG00000001461.16	1009.96376034861	936.925518043574	284.123843957248	290.044049459791
ENSG00000117602.11	525.82830519045	487.801618815	173.651173857423	177.269492618267
ENSG00000133226.16	1578.81422948593	1464.63803745303	957.240904612373	977.186653592165
ENSG00000169504.14	16954.3901960861	15728.2879259923	6444.64822112342	6578.93347268572
ENSG00000020633.18	1.04184876647637	0.966504674303357	29.7410538982256	30.3607595466054
ENSG00000117614.9	475.498000902398	441.111085679339	217.013967328915	221.535823944731
ENSG00000117616.17	712.456862573077	660.933630746881	320.930747315595	327.617887506753
ENSG00000187010.18	22.5296819540324	20.9003874840546	5.43137446877891	5.54454643128858
ENSG00000183726.10	1095.91292889923	1016.65904159288	461.128937314253	470.737346218084
ENSG00000238084.4	12.5810425785282	11.6712106891311	5.96319285452062	6.08744616131232
ENSG00000204178.9	462.792935602033	429.324821304652	513.667870991278	524.371018301855
ENSG00000157978.11	142.27180935373	131.983041288263	96.9194040015935	98.9388852984879
ENSG00000117643.14	93.042863562288	86.3142189510486	43.5631084636692	44.470820223592
ENSG00000162430.16	545.27459695504	505.841599753797	225.213617800058	229.906328136428
ENSG00000117640.17	443.343020425327	411.281478990518	284.947618154531	290.884988399278
ENSG00000127423.10	22.4297825594336	20.807712582527	32.5687515895028	33.247377148293
ENSG00000182749.5	70.4795561582139	65.3826377316971	52.4645649999504	53.5577538083066
ENSG00000117632.20	3388.54847925881	3143.49649362614	1176.0286144644	1200.5331790146
ENSG00000158006.13	184.711770203044	171.353842366084	103.999322401054	106.166325888562
ENSG00000175087.9	102.292868344473	94.8952847899487	91.410580679711	93.3152762349777
ENSG00000130695.13	87.8311916063248	81.4794430522296	89.1276998661167	90.9848277010328
ENSG00000142669.13	1255.38159256144	1164.59530047594	310.667679742824	317.140971394307
ENSG00000158062.20	77.7773351786986	72.1526582589435	36.65387354285	37.4176195939224
ENSG00000117682.16	421.550862933871	391.065279906384	379.883681931265	387.799207192263
ENSG00000198830.10	1507.01749030802	1398.03347232994	300.022742811154	306.274229022729
ENSG00000117676.13	7.69202494497636	7.13575549868093	48.0682634900751	49.0698478486706
ENSG00000117713.17	657.191401913727	609.664840329782	460.906580133256	470.510355845489
ENSG00000060642.10	234.894864870476	217.907811740276	95.4247629540119	97.4131008522003
ENSG00000204160.11	272.118646881926	252.439655964647	378.918802693218	386.814223047516
ENSG00000142751.14	183.968375784744	170.664208512057	165.165744533665	168.607254883522
ENSG00000198746.12	57.4350286448322	53.2814602657945	22.6706216814308	23.1430028000132
ENSG00000090273.13	548.598143374419	508.924794986114	352.500693328106	359.845647258144
ENSG00000225294.1	37.6570230665209	34.9337542887684	10.8820993311864	11.1088464547027
ENSG00000253368.3	1231.37586708791	1142.32561352446	120.82078557829	123.33829297802
ENSG00000158246.7	30.7446623173565	28.521279475237	55.4582906621466	56.6138588572223
ENSG00000090020.10	637.399782041475	591.304504613052	540.338699857249	551.597579434469
ENSG00000225159.1	36.3819850025	33.750924027368	7.92657552414792	8.09173926183634
ENSG00000142784.15	414.109812796412	384.162349297842	274.106361592445	279.817835742519
ENSG00000186501.14	112.867880187003	104.705536244376	100.876421074406	102.978353579625
ENSG00000241547.1	27.9002240883082	25.8825444374826	9.39514162986917	9.59090545032025
ENSG00000142733.14	501.413808159689	465.152721719501	111.375782236753	113.696486862118
ENSG00000181773.6	8.27362956848402	7.67529982152709	34.6494711762606	35.3714520809986
ENSG00000158195.10	1525.43191554909	1415.11620894468	559.219280810562	570.871569535336
ENSG00000126705.13	288.293838790905	267.445095420756	156.125286972209	159.378423949893
ENSG00000126709.14	207.667180005249	192.649170045375	1255.81544749494	1281.98250696763
ENSG00000225886.3	5.31887730603227	4.93422840602159	11.8607095041555	12.1078476418513
ENSG00000009780.15	288.778724207081	267.894915045557	97.9476409459815	99.9885473155881
ENSG00000117758.13	1309.70610959617	1214.9911941342	1197.42073380814	1222.37103969735
ENSG00000117751.17	349.539541721305	324.261650824883	299.967141032418	306.217468685979
ENSG00000130775.15	42.3862401163969	39.3209653040093	57.9218034622918	59.1287031536329
ENSG00000117748.9	211.06157170502	195.798087191326	282.774371942754	288.666458891308
ENSG00000158156.7	78.0316727387356	72.3886027151223	74.9978831398519	76.5605921130221
ENSG00000158161.15	733.186737884936	680.164369440751	484.346768355842	494.438960419773
ENSG00000228589.3	45.4358237784632	42.1500101317291	21.7874083946804	22.2413862561222
ENSG00000169403.11	2.07576576847381	1.92565119098248	11.8634732226694	12.1106689471601
ENSG00000126698.10	1012.48574650048	939.265119992286	503.053308453492	513.53528322653
ENSG00000130770.17	107.447483151968	99.6771297812577	54.4882714552591	55.6236276436049
ENSG00000130766.4	193.552403979252	179.55514196296	445.232162553665	454.509335007575
ENSG00000130772.13	38.3993233588126	35.6223731414481	28.7670103459832	29.3664201335251
ENSG00000204138.12	539.995969215927	500.944710159145	339.332353800728	346.402922888425
ENSG00000180198.15	140.783866419646	130.602702944385	106.275740882085	108.490177436209
ENSG00000242125.3	281.167045150771	260.833695006777	148.820709810825	151.921643448929
ENSG00000200087.1	216.302793397012	200.660275857636	163.458373243154	166.864307596402
ENSG00000180098.9	118.618973674423	110.040723957604	89.5703356594172	91.4366865669998
ENSG00000197989.13	66.7125165850425	61.8880217443214	52.4720597791401	53.56540475402
ENSG00000120656.11	150.809087308322	139.902923054641	131.351910124856	134.088851489086
ENSG00000188060.6	18.2355199761335	16.9167693646111	17.7891952720299	18.1598635350959
ENSG00000162419.12	232.82768103323	215.990121855112	218.044072762014	222.587393383696
ENSG00000198492.14	638.260780102723	592.103237286679	715.981562337144	730.900260908972
ENSG00000159023.18	158.420687467043	146.964069901523	533.404512472143	544.518906413307
ENSG00000253304.1	55.8156561577321	51.7791970500748	31.6344136803758	32.2935707132098
ENSG00000116350.16	768.57157453651	712.99025657874	267.17938650206	272.746525296556
ENSG00000116353.15	70.5082718126706	65.4092767364655	41.57657779371	42.4428967946181
ENSG00000060656.19	248.247684955165	230.294986772053	172.272464506521	175.862055503543
ENSG00000162512.15	1282.68171356037	1189.92113989095	429.456640823509	438.405103341457
ENSG00000134644.15	1853.77655953559	1719.7157279984	1041.6257923516	1063.32984457609
ENSG00000060688.12	367.514622791807	340.936815622917	288.952591262311	294.973411961268
ENSG00000121766.14	125.100096020025	116.053146531125	72.3381476685004	73.8454365109505
ENSG00000121769.7	21.3007648863355	19.7603428552383	22.2391835143218	22.7025748819022
ENSG00000168528.11	214.454159372393	198.945330768328	129.519576772147	132.218338341798
ENSG00000142910.15	3.12658187259078	2.9004747058168	13.3722182663122	13.650851270353
ENSG00000162517.12	243.212185857806	225.623643318331	135.11620065665	137.931577442593
ENSG00000084636.17	959.81672611013	890.405001291547	290.620731830324	296.67631108679
ENSG00000121753.12	95.9937009997067	89.0516586526093	89.5703699740714	91.4367215966584
ENSG00000134668.12	360.769217788185	334.679222701711	96.3918655949118	98.400354728197
ENSG00000269967.1	21.8117891313617	20.2344110092667	1.97427716577312	2.01541460210216
ENSG00000184007.17	3669.74736402799	3404.35972568379	2590.29590888764	2644.26914773808
ENSG00000121774.17	1279.69765802388	1187.15288434638	417.880516460526	426.587770658196
ENSG00000121775.17	117.10258157243	108.633993823816	49.4243824759301	50.4542238895138
ENSG00000025800.13	2863.55331666063	2656.46776645886	1724.66046160142	1760.59670761507
ENSG00000084652.15	1821.3620970239	1689.64540441532	767.750292196067	783.747680662773
ENSG00000160050.14	20.8248720229376	19.3188654626055	7.42538403018961	7.58010458718952
ENSG00000160051.11	32.4055096914434	30.0620182100809	16.3020880366744	16.6417698808781
ENSG00000160055.19	77.242315631224	71.6563300872198	32.1956688450374	32.8665205877131
ENSG00000084623.11	790.762380811312	733.576275088599	378.941216739767	386.837104129002
ENSG00000220785.7	76.0299004837198	70.5315939979099	10.3604622327271	10.5763401564691
ENSG00000116478.11	750.504727759655	696.22996235791	495.718412767524	506.047552462746
ENSG00000175130.6	72.9403128238403	67.6654381689379	59.4310731047031	60.6694210065055
ENSG00000160058.18	573.874955053654	532.373646129923	414.602101946664	423.241044779211
ENSG00000160062.14	210.235877259161	195.032105057308	63.2822189735683	64.6008120763591
ENSG00000176261.15	218.410565390543	202.615618657535	134.819527865217	137.628722966906
ENSG00000162521.18	1522.02406748844	1411.95480857073	1131.56006545046	1155.1380518406
ENSG00000162520.14	169.028234101878	156.804503307355	20.8136115841467	21.2472987260354
ENSG00000162522.10	284.922315069568	264.31739249395	166.486931127156	169.955970655949
ENSG00000134684.10	832.544492090162	772.336800754766	564.334776944252	576.093655766982
ENSG00000116497.17	682.349653724415	633.003705580415	381.822736730207	389.778665509371
ENSG00000121900.18	31.0084733138597	28.7660122708761	39.0180206387243	39.8310277319215
ENSG00000116514.16	99.4577786779241	92.265222248284	133.844735655932	136.633619297235
ENSG00000004455.16	609.527242667488	565.447642795408	457.992928485426	467.535993289777
ENSG00000142920.16	27.004120503193	25.0512449902481	23.6638172924579	24.1568933377301
ENSG00000116525.13	40.7972807327603	37.84691578648	37.1577595943198	37.9320049717882
ENSG00000160094.14	115.012680719709	106.695229765173	50.5784314444436	51.6323194391182
ENSG00000225313.5	323.295933846755	299.915919949641	61.9396333170563	63.2302513548873
ENSG00000134686.16	784.860153999949	728.100883663724	383.333813339552	391.321227980419
ENSG00000222112.1	42.6814238934811	39.5948020733279	7.93644232200426	8.10181165127608
ENSG00000121903.14	135.128367791208	125.356196891124	70.7339296148259	72.2077918345175
ENSG00000121904.17	349.013612349653	323.773755448499	114.330011653262	116.712272693617
